"Search Console - No GSC Data"
"Address","Status Code","Title 1","Indexability","Indexability Status","Clicks","Impressions","CTR","Position"
"https://clubs.scholastic.com/dk-smithsonian%3A-maker-lab%3A-outdoors/9781465473929-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/dk-lego%3A-absolutely-everything-you-need-to-know/9781465471451-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/who-would-win%3F-creepy-crawly-3-pack/9781338570847-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/i-survived-the-sinking-of-the-titanic%2C-1912%3A-the-graphic-novel/9781338120912-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/library-pockets/10408-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/caldecott-poster-2018/681042-T-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/ordinary-people-change-the-world%3A-i-am-gandhi/9781338563344-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-darkest-minds-movie-edition/9781368023238-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/bear’s-big-day/9781338222067-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/national-geographic-kids™%3A-animal-stories/9781426317255-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/brazen/9781626728691-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/race-to-the-sun/9781368024662-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/mango%2C-abuela%2C-and-me/9781338120882-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/to-kill-a-kingdom/9781250112705-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/classroom-library-starter-kit/683196-T-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/chocolate-scented-stickers/650944-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/my-favorite-concept-books-pack/9781338351910-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/who-was-babe-ruth%3F/9780545453493-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/scholastic-early-learners%3A-my-learning-library/9781338235487-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/call-bell/TPG343-T-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/emotiblocks/32350-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/silly-wonderful-you/9781338110272-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/sisters/9780545540605-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/fast-and-furious™-card-game/8859960030-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/dog-man%3A-a-tale-of-two-kitties-plus-plush/9781338257410-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/an-all-american-abc/9781788436274-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-black-lagoon-spring-4-pack/9781338682540-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/shadowshaper-legacy/9780545953009-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/there-was-an-old-lady-who-swallowed…-pack/9781338354768-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/narwhal%3A-unicorn-of-the-sea%21-a-narwhal-and-jelly-book/9781338200416-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/dalmatian-in-a-digger/9781515830740-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/pete-the-cat-and-groovy-joe-book-and-cd-library/9781338309232-rco-us.html","302","","Non-Indexable","Redirected","","","",""
